M1,M2,M3,Inclination,Orientation
41.1350465351813,86.6254890458292,-117.637975622875,7.02578037123269,-30.41426134315
41.113789800982,86.6312186237805,-121.824005274101,7.48492010036078,-31.4100619910873
41.0488163870142,85.9717442015849,-124.939176806227,7.70657455298509,-32.1915764236458
40.9189841506375,85.9906518088242,-126.906140916911,7.94293110263246,-32.643640124004
41.1047943635984,86.2450450698623,-127.782766343462,8.08947651789307,-32.9077736675593
41.2011085689599,86.156236611617,-127.77589084992,8.00907335050236,-32.9398593040866
40.9771966626228,86.2983301448095,-127.681925771519,8.01376587484448,-32.9198057812571
41.024236497603,86.5315239674277,-127.68650943388,8.00156760338614,-32.9318378949548
41.116024336383,86.2782766219799,-127.356485743884,7.91381338748391,-32.8487590146608
41.0544313734064,85.9895058932339,-127.512903221955,7.93310487644596,-32.8819905667784
41.159683720372,86.2009273196372,-127.458472231418,7.93364918635134,-32.9077736675593
41.074599487795,86.1974895728664,-127.179441785189,7.86301494936761,-32.8499049302511
41.1003252927964,86.0341966012542,-127.198349392428,7.85040414829678,-32.8499049302511
41.0633695150105,86.0857628028159,-127.202933054789,7.85210010337037,-32.8682395796953
41.120493407185,86.0576878708545,-127.038494167587,7.82731394915301,-32.8774069044174
40.9167496152365,86.2100946443593,-126.929632186512,7.78363737643019,-32.8246947872653
41.111555265581,85.9024163083741,-126.937653595644,7.79405947872362,-32.8418835211193
41.0354091746081,86.0273211077126,-127.170274460467,7.78064080716165,-32.8584992971781
41.2683165183288,86.2696822550529,-127.236737564702,7.80726615590138,-32.9301190215694
41.0432586964014,86.2885898622922,-127.166263755901,7.77807395623947,-32.9014711318129
41.1126438853917,86.1407667511485,-127.235591649112,7.77148494159546,-32.9066277519691
41.1529801141689,85.9694523704044,-126.87921190054,7.75378627530387,-32.8648018329245
41.0354091746081,86.2536394367893,-127.125583752447,7.74811972271003,-32.9135032455106
41.2750201245318,86.0645633643961,-127.291168555239,7.75197572867126,-32.945588882038
41.0230905820128,85.9660146236336,-127.135896992759,7.74596540140033,-32.9392863462915
41.1283429289783,86.0319047700736,-127.058547690416,7.72234235150709,-32.923816485823
41.1350465351813,85.8966867304228,-127.152512768818,7.72360858823433,-32.9278271903889
41.111555265581,85.9860681464632,-127.074017550885,7.73871175571398,-32.9513184599893
41.1977281179687,86.2301481671889,-127.098654736075,7.73259829603993,-32.9639235314821
40.9950729458309,86.5424101655352,-127.328410811923,7.74545546896267,-33.0103331128877
41.1529801141689,86.396878885572,-127.680779855928,7.76431723957837,-33.0567426942933
41.0051570030252,85.9763278639459,-127.413208565602,7.75551660784517,-33.0676288924008
41.074599487795,85.8548608113782,-126.886087394082,7.67519938412373,-32.9215246546425
41.0712190368038,86.0009650491366,-127.053964028055,7.6987479495036,-32.9553291645552
40.9839002688258,86.2502016900185,-127.428105468276,7.7313435184686,-33.0074683239121
41.2022544845502,86.5011572042858,-127.813133106604,7.76364687895807,-33.1346649544311
41.0264710330041,86.4788118502757,-127.415500396783,7.75949293494337,-33.1237787563236
41.0342632590178,86.1218591439092,-126.993803459566,7.66732121444068,-32.958766911326
41.0309401038061,86.1797278812174,-127.16053417795,7.67016881468248,-32.9559021223503
41.168621861976,86.6604394713321,-127.798809161725,7.77515760106225,-33.1988362274858
40.9480904066302,86.3229673300001,-127.424667721505,7.74372513642137,-33.1369567856116
40.9828116490151,85.9482529319845,-126.922183735175,7.65527764158703,-32.9782474763604
41.168621861976,86.2009273196372,-127.265385454458,7.65563860499796,-33.0057494505267
40.9592630836352,86.633510454961,-127.748388875754,7.746240421142,-33.199982143076
41.1462765079659,86.4868332594075,-127.221840662029,7.71325524087632,-33.125497629709
41.0947676021837,86.383700856284,-126.986927966025,7.63779669925758,-33.0034576193462
0.146670893017744,0.13099648661635,-0.110842696172624,0.0175496972648569,-0.0122040010362876
1.26517675531813,1.23158996936756,-1.18344432584272,-0.0151490041032592,-0.345837325140967
3.48875147370748,3.48651693830648,-3.37119199330254,-0.0420665613185053,-1.05871141384273
6.80622294413856,6.83532920013121,-6.66178028398608,-0.0901778273756404,-2.16893173346773
11.2914511559817,11.2488803918035,-11.0383756978724,-0.126841396686062,-3.61542098305501
16.8559599665127,16.7820484109408,-16.4954549218164,-0.145296367267226,-5.42356119292886
23.3072355565677,23.4169569743353,-23.0844695658209,-0.179639457507367,-7.62383371779025
29.0408815082214,30.6441320105565,-30.8490217180952,-0.270413160989944,-10.0692748831881
33.7197694548187,36.7763274045031,-39.6414601548343,-0.00516234973412887,-12.508127033942
37.2488456981475,41.8068395499722,-49.3766433476817,0.642961778539907,-14.8605771491901
39.675035481629,45.7378456865853,-58.4869587691593,1.52466361115493,-17.1175151999899
40.9995993124124,48.5939829995329,-66.6332727003294,2.28132886413854,-18.8530043614412
41.2783432797436,50.335029851597,-73.5551758233048,3.018904309304,-20.3578207145728
41.2145730771455,50.9709557084127,-79.3947616712782,3.93668414836281,-21.4475864409116
41.0454932318024,50.6742781620939,-84.128538974649,4.66880961898098,-22.2555142278256
41.0208560466118,50.4526007911578,-87.7484863242856,5.45031832196147,-22.8505308980689
41.0119179050077,50.3417334578,-90.3067428795447,5.87669059478602,-23.2844318363215
40.9413295046476,50.8713183478394,-91.7208027179276,6.13591389003706,-23.6109604837666
41.0846835449894,50.9127431964274,-92.0622855638255,6.11305287401134,-23.7034931676802
41.1294315487891,50.4447512693645,-91.604492285516,6.11298411907593,-23.5658687052898
41.0073915384262,50.5242205155492,-91.5586556619056,6.11101887383863,-23.5535501126945
41.0443473162121,50.7537474082786,-91.810184133968,6.06476972061567,-23.6401813313183
41.0734535722048,50.6384110041188,-91.7735148350796,6.08982516499674,-23.6136533854037
41.0578118243977,50.7235525324752,-91.9557154139312,6.09761739101052,-23.6813769967882
41.2470024883499,50.5320700373425,-91.5878765094572,6.11382063745682,-23.5653530432742
41.2414447977371,50.8007872432588,-91.858312588759,6.03610464212527,-23.6621256148718
41.2022544845502,50.6451719061013,-92.046815703357,6.06139499920235,-23.6596618963527
41.2593210809452,50.5678798995381,-91.897846676623,6.0410435383193,-23.5957771021956
41.1216393227753,50.3797778553967,-91.420572833279,5.97205941978555,-23.5025568689278
41.1966394981579,50.589193929517,-91.5661041132423,5.97105101406612,-23.5092031793513
40.9503249420312,50.8064022296511,-91.9471210470043,5.97964538099308,-23.6145701178759
41.0779799387863,50.4783265961592,-91.7099165198201,6.04864095868273,-23.5748641426733
41.1518341985787,50.7157030106819,-91.735699620601,6.03735941969661,-23.5842606505135
41.1764713837693,50.635087848907,-91.7792444130309,5.97027752104269,-23.6035120324299
41.1865554409636,50.5410081789465,-91.8474263906515,6.07339273543239,-23.6105021175305
41.0309401038061,50.593663000319,-91.696165532737,6.02203279867686,-23.588672425536
40.9044310226412,50.4861761179525,-91.6938737015564,6.02341362696312,-23.5838022842774
41.2380643467459,50.5421540945368,-91.7242404646984,6.09751998818534,-23.5646081981405
41.1014712083867,50.8332739502427,-92.090360495787,6.02663937934971,-23.685043926677
40.912223248655,50.6698090912919,-91.8371131503391,6.10555285647308,-23.6484319235681
41.1126438853917,50.5791098723227,-91.7546072278403,6.01962637593731,-23.6141117516398
41.0936216865934,50.5063442323411,-91.7374184939864,6.06617919679169,-23.6039131028865
41.1428960569746,50.646260525912,-91.6279835551164,6.04065965659656,-23.6095280892788
41.0398782454101,50.8847255602455,-91.8262269522317,5.9705353520505,-23.6637871924776
41.1954935825677,50.7145570950916,-91.7465858187085,5.99670806413208,-23.6879660114322
41.1540687339797,50.3070122154151,-91.4366156515427,6.0016355011702,-23.5377937733284
41.0488163870142,50.7739155226672,-91.6583503182583,6.02806604425959,-23.5981835249352
41.2783432797436,50.8086367650521,-91.665798769595,5.89618261897637,-23.6688865168543
40.9839002688258,50.7638314654729,-91.6841334190392,5.96656475453024,-23.6575419525107
41.2402988821469,50.3730742491937,-91.7397103251669,5.94855096145133,-23.6252271328653
41.1037057437877,50.2678219022281,-91.5317266455344,6.07079150704249,-23.5470756896095
40.9357718140349,50.6708977111027,-91.6411615844044,5.97165834932896,-23.6327328799815
41.1485110433669,50.5992779867113,-91.6594962338486,5.96984780269634,-23.6592035301166
41.0051570030252,50.589193929517,-91.748877649889,6.00942199760603,-23.6538750226219
40.9189841506375,50.7324906740792,-91.5552179151348,6.01670429118214,-23.6441920358842
41.1854095253734,50.586959394116,-91.8909711830814,5.9339749151432,-23.6738139538924
41.0331746392071,50.5119019229539,-91.7076246886396,6.10897341451001,-23.6593181216756
41.074599487795,50.8355084856438,-91.8124759651485,5.9757836454539,-23.6825229123784
40.9547940128332,50.8108713004531,-91.959153160702,5.99531004711196,-23.7603878767367
40.9850461844161,50.7347252094802,-91.6199621459845,6.08388932223918,-23.6655633616426
41.2436793331382,50.5298355019415,-91.6188162303943,5.90764177487899,-23.6651049954064
41.0443473162121,50.346202528602,-91.9929576706147,6.10952918357129,-23.6737566581129
41.0152410602195,50.5768753369217,-91.713927224386,6.08352835882825,-23.7118583514891
0.328050423348924,0.306777646331306,-0.274308128081243,-0.00754012458392178,-0.0488160041451441
1.70743141822371,1.69287256064943,-1.62457599146984,-0.0380730454864431,-0.471143194936075
4.21427074094779,4.18292421997619,-4.06312447459228,-0.0707430989648026,-1.26577836100301
7.83176010164322,7.77801666045995,-7.58768008091749,-0.0733214090428915,-2.43398200949525
12.5364311490214,11.2343272638071,-12.2229659393054,-0.0588886021835461,-3.81188821100537
18.3047410472805,13.6773620064654,-18.057337871343,0.419846283538013,-5.16590207245853
24.7526934821238,14.9525941710881,-24.9038397484793,1.28898888128376,-6.53057294890112
30.3004146292575,15.2437140267941,-32.4613249535934,2.44023297904013,-7.86281441413931
34.6524301537327,15.0925677604386,-39.1398929009768,3.91891099755785,-8.98615546727281
37.9127891911451,15.070165110649,-44.7301848122887,4.73405232311252,-9.85802534412338
40.0837262768958,15.1026518176329,-49.2254970813261,5.57646643971542,-10.6485352140654
41.1563032693807,15.0780146324423,-52.6806617690831,6.2652648418658,-11.2454426450327
41.1395156059834,15.1563952588162,-54.9769620204084,6.70899200630486,-11.693495640825
41.0756881076058,15.0208907402677,-56.186189447032,7.04019025978023,-11.939065351818
41.1171129561938,15.074634181451,-56.3138444437871,7.10481989907099,-11.9924077225447
41.124962477987,14.9234879150955,-56.0227245880811,7.02005652285934,-11.9030263065043
41.1406615215736,15.1485457370229,-56.2601010026038,7.00214586218355,-11.9872511023885
41.2514715591519,15.0074835278617,-56.1111892716493,6.96449107588755,-11.9523006768856
41.120493407185,14.9301915212985,-56.0227245880811,6.91511357310317,-11.9233090124519
41.1518341985787,14.985080878072,-56.186189447032,6.90868498664181,-11.9414144787781
41.1954935825677,15.0757800970412,-56.2500169454095,6.90806046264511,-11.9925796098833
41.0264710330041,15.0578465180537,-56.2141497874344,6.86589649850144,-11.9956162861975
40.9950729458309,15.1216740164312,-56.1413841474527,6.85589265539845,-11.9820371864529
41.2178962323573,14.9279569858975,-56.098870679054,6.80870385139148,-11.9822663695709
41.1148784207927,14.9246338306857,-56.0831716354675,6.87680561492073,-11.9604939733559
41.0578118243977,15.1115899592369,-56.1895126022437,6.8002756422251,-11.9843290176334
41.1966394981579,14.9861694978828,-56.2555746360223,6.80558696098597,-12.0148676681138
40.9760507470325,14.9481251002861,-55.9611316251046,6.82992620812312,-11.9528736346807
41.0779799387863,14.9022311808961,-56.1413841474527,6.73459176059131,-11.9582021421754
40.9491790264409,15.1037404374436,-56.0518308440738,6.84298391627416,-12.0293062045511
40.9044310226412,14.9234879150955,-55.897304126727,6.66763591265232,-11.982495552689
41.0085374540165,15.0757800970412,-56.1794858408289,6.82597279933672,-12.008737019706
41.1877013565539,14.8999966454951,-56.0831716354675,6.74943709706315,-12.0136644567441
40.9111346288442,14.9951649352663,-56.1649327128326,6.81100141214995,-12.0129769073899
41.1059402791887,14.9693818344855,-56.1537027400481,6.78814039612423,-12.024149584395
41.2346838957546,15.0365897838543,-56.0227245880811,6.78675383826002,-12.0142374145392
41.1921704273559,14.9402755784928,-56.1178928778524,6.75667355401565,-12.0499899809554
40.9604089992255,15.0992713666416,-55.9286449181207,6.79070151746847,-11.9922931309857
40.9917497906191,14.9996340060684,-56.0271936588832,6.68369019007188,-12.0192794431364
41.1485110433669,15.0522315316614,-56.096636143653,6.79929015481748,-12.0179616402076
40.9390949692466,15.0119525986637,-56.2298488310209,6.75454215101776,-12.0869457587413
41.1932590471666,15.0522315316614,-56.1290655548574,6.81727530000664,-12.0458073890509
41.1384269861726,14.9626782282824,-56.0227245880811,6.73756541154804,-12.0269570775911
40.9861348042268,15.0824837032443,-56.1559372754491,6.76517624769539,-12.0710748278162
41.1384269861726,14.9716163698865,-56.0910211572607,6.75933780776301,-12.0732520674377
41.1966394981579,14.9615323126922,-56.0439813222805,6.76882598885037,-12.0572665449535
40.9380063494359,15.1530148078249,-56.1111892716493,6.74293975566636,-12.0554330800091
40.9682012252393,15.2672052963945,-56.1940389688253,6.73483240286526,-12.1291154524629
41.2358298113449,14.9996340060684,-56.1817203762299,6.73260932662015,-12.0850549980174
40.9402408848369,15.2201654614142,-56.2477824100085,6.78137376456374,-12.1348450304142
40.9559399284235,15.1787406128263,-56.1313000902584,6.70753669350523,-12.0981757315259
41.118258871784,15.0455279254583,-55.9700697667086,6.75563650040646,-12.1231566913936
40.9727275918208,15.1574838786269,-56.0641494366691,6.74734007153297,-12.0968006328176
41.2291262051418,15.1194394810302,-56.1895126022437,6.75581411732295,-12.1385692560826
41.2582324611345,14.8339346117165,-56.1100433560591,6.77540927391643,-12.1173698176628
40.9861348042268,15.0041030768704,-56.2925304138083,6.84520126294131,-12.1407464957041
41.1563032693807,15.0948022958396,-56.1716363190356,6.79843071812478,-12.1650972019972
41.0544313734064,15.0119525986637,-56.1245964840554,6.77707658110026,-12.1528359051814
41.0802144741873,15.02650572666,-55.9499589480995,6.78411250282446,-12.1145050286871
41.072364952394,15.0186562048667,-56.0843175510577,6.69225017953114,-12.1394859885548
41.0857721648001,14.9123152380904,-55.9745961332902,6.78610066637357,-12.0971444074946
41.2637901517472,14.8887666727105,-56.2219993092276,6.73357189571597,-12.1435539889002
-0.00111962828662104,0,0,0.00585562866623683,0
0.553095067247023,-0.569889606137898,-0.498233212447656,0.0175840747325649,0.0133499166265504
2.24484864132257,-2.23029551332624,-2.12728916091762,0.472844879587615,0.029335439110702
5.02152243766351,-4.99129318439241,-4.82782832544159,1.32123494599373,0.043945862886532
8.88199174011802,-8.85065094872436,-8.65693391819064,2.50929158208725,0.0880636131116081
13.8598490642146,-13.3448173021715,-13.1567152580301,4.36782343004285,0.113560234994931
19.9461505387713,-16.8055969763207,-16.6510702589739,5.90029645594541,0.0963715011410022
26.3000233036541,-19.1601670354108,-19.053768772855,6.7910510217235,0.0421123979421179
31.4379650357102,-20.4074388596311,-20.3704830818452,7.54424415046863,0.0421123979421179
35.5223519740798,-20.593249072592,-20.6000099745746,7.7015955497454,0.0171314380744144
38.5442459771588,-20.4678859070174,-20.4611823008144,7.61978290617867,0.0171314380744144
40.4386736309793,-20.5955409037726,-20.6000099745746,7.56954023712365,0.0107716065484575
41.2414447977371,-20.5451206178011,-20.540651546999,7.58423660456875,0.00504202859714993
41.1372810705824,-20.5596737457974,-20.5652887321897,7.52273531483941,-0.00326585943224419
41.0880067002011,-20.5596737457974,-20.5585851259866,7.52794350119715,-0.00756304289572807
41.1451305923757,-20.5227179680114,-20.5182488972094,7.4764804320385,-0.0120321136977434
40.9839002688258,-20.531713405395,-20.5238638836017,7.49449995469537,-0.0120321136977434
41.2178962323573,-20.6010985943853,-20.6055676651874,7.4561117824216,-0.0120321136977434
41.15521464957,-20.5048416848034,-20.4992266984111,7.48237043817245,-0.0120321136977434
40.9357718140349,-20.4980807828208,-20.4947576276091,7.38642865537779,-0.0211994384198394
41.1451305923757,-20.5608196613876,-20.5675232675907,7.43508996091825,-0.0279603404023803
41.113789800982,-20.5652887321897,-20.5619082811984,7.3882392020104,-0.0410810739108782
41.0186215112108,-20.4846735704148,-20.488054021406,7.41642872553084,-0.0450917784767948
41.0734535722048,-20.6178862577827,-20.6224126243642,7.38454935380976,-0.0493889619402786
40.9659666898382,-20.5160143618084,-20.5160143618084,7.42359642754793,-0.0493889619402786
41.157449184971,-20.5764614091947,-20.5709037185819,7.32666915734565,-0.0551185398915863
40.9648780700275,-20.492523092208,-20.488054021406,7.41344361541821,-0.0551185398915863
41.0689845014028,-20.6212667087739,-20.6178862577827,7.31347966890173,-0.0634264279209804
41.1932590471666,-20.5541160551846,-20.5518242240041,7.42974426468968,-0.0634264279209804
40.9010505716499,-20.4723549778194,-20.4667399914272,7.34292396999351,-0.0687549354156976
41.170856397377,-20.5630541967887,-20.5619082811984,7.34415009967509,-0.0728802315406373
41.0880067002011,-20.533947940796,-20.540651546999,7.3755424572703,-0.0728802315406373
40.9928384104299,-20.5305674898047,-20.5283329544037,7.30278827644459,-0.0728802315406373
41.0073915384262,-20.4992266984111,-20.4969921630101,7.32466953464064,-0.0768336403270455
41.1507455787679,-20.4969921630101,-20.4958462474198,7.34174940651349,-0.0827351056168909
41.0297941882158,-20.584310930988,-20.5876913819793,7.34075818952791,-0.0856571903720594
41.2526174747422,-20.630204850378,-20.627970314977,7.36306343649236,-0.0858290777105973
41.0230905820128,-20.4757354288107,-20.4745895132205,7.35665203876484,-0.0900116696150517
40.9156036996462,-20.4735008934097,-20.4768240486215,7.30147047351579,-0.100382205706919
41.2033431043609,-20.6212667087739,-20.6178862577827,7.34993697340591,-0.104736684949911
41.1608296359622,-20.5742268737937,-20.5709037185819,7.35555195979819,-0.104736684949911
41.1395156059834,-20.5899259173803,-20.5988640589843,7.33159659438377,-0.104736684949911
41.067895881592,-20.5238638836017,-20.5249525034125,7.32584409812066,-0.114075897010545
41.1966394981579,-20.586545466389,-20.5832223111773,7.31401824922916,-0.118373080474029
41.0779799387863,-20.5160143618084,-20.529478869994,7.35920743053113,-0.118373080474029
40.9895152552181,-20.5596737457974,-20.5619082811984,7.28150862393343,-0.12513398245657
40.9458558712292,-20.5026071494024,-20.4969921630101,7.33999042608244,-0.129030095463463
41.2346838957546,-20.6089481161786,-20.6089481161786,7.29185051213555,-0.137739053949448
41.0835376293991,-20.5563505905856,-20.5596737457974,7.35839956003999,-0.137739053949448
40.9805198178346,-20.5305674898047,-20.5350365606068,7.30132150448906,-0.141463279617797
41.1014712083867,-20.5204834326104,-20.5171602773987,7.32344913453701,-0.141463279617797
41.1428960569746,-20.5809877757763,-20.582076395587,7.31061487992608,-0.149656576088168
41.0287055684051,-20.5283329544037,-20.5305674898047,7.34164054453241,-0.149656576088168
41.1608296359622,-20.5719923383927,-20.577607324785,7.30797927406848,-0.149656576088168
41.0947676021837,-20.584310930988,-20.577607324785,7.31726691992755,-0.149656576088168
40.9995993124124,-20.5137798264074,-20.5103993754161,7.32237770346012,-0.158537421912697
41.2011085689599,-20.5876913819793,-20.58878000179,7.27516598114134,-0.168506887547973
41.1877013565539,-20.540651546999,-20.5417974625893,7.32005722438984,-0.168506887547973
41.1585378047817,-20.4947576276091,-20.4936117120188,7.28130235912719,-0.173720803483668
41.2044890199512,-20.6268816951662,-20.6246471597652,7.28201282679315,-0.182945423985272
41.113789800982,-20.5675232675907,-20.5641428165994,7.33915390770155,-0.182945423985272
40.9973647770114,-20.5395629271883,-20.5440319979903,7.28563392005838,-0.182945423985272
41.1843209055626,-20.5921604527813,-20.584310930988,7.30325237225865,-0.182945423985272
0.0302298835246769,-0.0279906498697466,0.0223925084366414,0.00362109326522677,0
0.869950468236885,-0.884503596233208,0.79157557144094,0.00976320082902929,0.204889707538777
2.84497036552054,-2.85504296355894,2.71733255749925,0.0326356760106519,0.787759672525369
5.88364630241891,-5.91722162921358,5.71568945435426,0.0306245941497429,1.75559998006035
10.0430334161711,-10.068816516952,9.50112993353639,0.0464726067630612,3.07254347216855
15.2862274951928,-15.3903912223476,12.4457319300522,0.282559866246717,4.46007536463686
21.7073082094444,-21.7699897922317,14.3502436410671,0.967336104675272,5.87270280853191
27.6671006028362,-29.209904057785,15.2425681112038,1.98787134062844,7.28137684364055
32.584453583767,-36.3385876490232,15.1373157642383,3.30370959714983,8.50401148267022
36.3721629758178,-42.4394422515762,15.076868716852,4.4770979407302,9.47150801552812
39.0962335169878,-47.4676625658648,15.1574838786269,5.3295846553715,10.2927857190686
40.7073335411162,-51.3359871196905,14.9940190196761,6.05058328560823,10.9319774353166
41.2761087443426,-54.1003365938582,15.0063376122714,6.60895357527502,11.3866194457529
41.116024336383,-55.7663259747601,14.9291029014878,6.91000851914856,11.67407237157
40.9973647770114,-56.3328666425855,14.9929303998653,7.05325942708717,11.781043591921
41.2168076125465,-56.2892072585965,15.0130412184744,6.96865647905815,11.8008679316325
41.1305774643793,-56.0137864464771,14.8910012081116,6.960554855835,11.7117729944896
41.2346838957546,-56.3015258511918,15.0713110262392,6.92811398547469,11.7303941228314
41.1059402791887,-56.1940389688253,15.067930575248,6.94878630272301,11.7461504621975
41.2514715591519,-56.0977247634638,14.820470103531,6.89076286681011,11.6780830761359
41.0275596528148,-56.1212160330641,14.9951649352663,6.97404801191033,11.6910892180854
41.0063029186155,-55.9947069518993,14.9503596356871,6.82661451206727,11.6623840325494
41.0197101310215,-56.2690391442079,15.1463112016219,6.86770704513405,11.713377276316
41.2324493603536,-56.1783399252387,14.985080878072,6.84076084002905,11.6973917538319
41.0499623026044,-56.2320833664219,15.1641874848299,6.85545720747415,11.6987668525402
41.1518341985787,-56.1324460058487,15.0164216694657,6.80801630203732,11.6711502868149
41.1261083935773,-56.2231452248179,14.9973994706674,6.83802210176832,11.6488622285843
41.1271970133881,-56.0428927024698,14.9301915212985,6.8554400187403,11.6326475229821
41.0432586964014,-56.1100433560591,14.987315413473,6.77210903701647,11.6287514099752
40.9424754202379,-56.0820830156567,15.0421474744671,6.83801637219037,11.6086978871456
41.0499623026044,-56.0271936588832,15.0041030768704,6.71240110518589,11.6115626761213
41.2369184311556,-56.3216366698009,15.1619529494289,6.82032343547673,11.6421586223812
41.1059402791887,-56.1772513054279,15.1798865284165,6.79400175436842,11.6535604825043
41.0768340231961,-56.2880613430062,15.122762636242,6.74861776741611,11.6179225076472
41.2794891953338,-56.2544860162116,14.9469791846958,6.84620393908279,11.5950614916215
41.0208560466118,-55.9689811468979,14.9738509052875,6.80809651612864,11.5375938247699
41.170856397377,-56.2320833664219,15.1664793160105,6.72788815438828,11.5767841379568
40.9032851070509,-56.0854061708685,15.124997171643,6.76737640562869,11.5876703360643
41.2156616969563,-56.1761053898377,15.0858641542355,6.70059244502824,11.5381094867855
41.0891526157914,-56.2589550870136,15.081337787654,6.82072450593332,11.5743777152173
41.1988740335589,-56.0361318004872,14.9212533796945,6.77106625382933,11.4951376521507
41.0645154306007,-56.1223619486544,15.0556119826526,6.75314986357559,11.5146755129646
41.0756881076058,-56.0529194638845,14.9615323126922,6.780754970145,11.4994348356142
41.118258871784,-56.0932556926617,14.9481251002861,6.7632682982376,11.4891215953018
41.122727942586,-56.3339552623962,15.1272890028235,6.81933221849116,11.5583921927331
41.116024336383,-56.1134238070504,15.0130412184744,6.77119230454426,11.5354738809279
41.1529801141689,-56.0809371000664,14.9246338306857,6.78474275639911,11.4675210864254
41.0174755956205,-56.0809371000664,15.1440766662208,6.7424642006964,11.4984035115829
40.9424754202379,-56.103339749856,15.0522315316614,6.69909702518295,11.4988045820395
41.1910245117656,-56.0294281942842,14.8529568105149,6.75750434281859,11.4333728018356
41.1372810705824,-56.1738708544367,15.1451652860316,6.72376858784129,11.4950803563712
41.0342632590178,-56.0092600798956,15.0410588546563,6.69980176327096,11.4405920700542
41.1585378047817,-56.1649327128326,14.8495763595236,6.69544155445002,11.4370397317244
41.0768340231961,-56.1660213326434,14.8775939957055,6.8050541102365,11.4435141548094
41.1999626533697,-56.2376983528142,15.0914218448483,6.72511503865984,11.4491291412017
41.0107719894175,-56.0417467868795,15.0936563802493,6.76988596077137,11.4629947198438
41.1518341985787,-55.9790652040922,14.9592977772912,6.69441595999673,11.3855308259422
41.1473651277767,-56.2488710298193,15.0130412184744,6.73282132100435,11.4588694237189
41.0992366729857,-56.2690391442079,15.0499969962604,6.72701725853968,11.4187050822802
40.9682012252393,-56.0932556926617,15.1765060774252,6.68513977329356,11.441680689865
41.1977281179687,-56.2074461812313,14.987315413473,6.62811901352215,11.4107409689279
40.9357718140349,-56.0182555172791,14.9301915212985,6.78773359608969,11.3479447945816
41.1988740335589,-56.2511055652203,14.9380410430918,6.64873403499095,11.3902863756417
0.136594284274779,-0.127637235063498,0.109723136640938,0.00152979731299956,0
1.24614309736388,-1.25733869268074,1.18792485580064,0.0141635166956341,0.315757040896599
3.48875147370748,-3.48315367604906,3.36559419564411,0.0280176361818974,0.985601999184045
6.80954609935032,-6.7849089141597,6.64052354978673,0.0300459067766608,2.04752197667951
11.2309468128159,-11.1985174016115,11.0182648792633,0.0210504693931067,3.45207071566321
16.7775793401388,-16.7238358989555,16.4775213428288,0.00925899796931478,5.22715126075801
23.3072355565677,-23.4237178763178,23.1404475424051,0.0213598666024775,7.30412326810725
29.0251824646348,-31.1760087317764,30.2880960366622,0.0938905938880884,9.66831901815556
33.6403002086341,-39.9796198455205,36.4661853499988,0.400526146686202,12.0325720639834
37.1682305363726,-49.7606396619783,41.5325073576636,1.42003005860814,14.3314506253868
39.5967121510346,-58.8187013325401,45.5105533292569,2.47936026686961,16.5129301345679
40.9313027432328,-66.7765121491121,48.4047923355807,3.21959652803565,18.3830070820954
41.1865554409636,-73.748835558059,50.2611182960251,4.07163633559675,19.8667385883662
41.1652987067643,-79.5380011200609,50.9721016240029,4.79915178779529,21.0506985762245
41.1462765079659,-84.2162015173041,50.6686631757017,5.52355378733509,21.8637256875151
41.0925330667826,-87.8189601330867,50.680981768297,6.24728542625459,22.4858432614682
40.9872807198171,-90.3290882335548,50.5119019229539,6.58673427197985,22.9507985122168
41.0712190368038,-91.7173649711568,50.5443886299378,6.91539432242279,23.1959671527533
41.0992366729857,-92.0565559858742,50.5041096969401,6.97701593328911,23.2873539210767
41.2637901517472,-91.6572044026681,50.5791098723227,6.94546314751125,23.2096035482774
41.1294315487891,-91.7087706042298,50.8220439774582,6.86025859379735,23.2263912116748
41.1742368483683,-91.8932630142619,50.7559819436796,6.79745096029511,23.2251307045255
41.1877013565539,-91.8124759651485,50.5544726871321,6.90673693013836,23.2147028726541
41.2324493603536,-91.7041869418688,50.692154445302,6.8663835126273,23.1831901939219
40.9156036996462,-91.5374562234857,50.5488577007398,6.81115038117669,23.1351763306899
40.9906038750289,-91.6583503182583,50.7190261658937,6.8096778796432,23.1343168939973
41.0533427535957,-91.6829875034489,50.5119019229539,6.72677088668777,23.1358638800441
41.1171129561938,-91.9368078066919,50.7033844180866,6.85352061012661,23.1613605019274
40.9883693396279,-91.8084652605826,50.7895572704743,6.76759412959084,23.2037020829876
40.9839002688258,-91.3993733948592,50.3977114343843,6.74976368300637,23.0589729439375
41.2391529665566,-91.7723689194894,50.6933003608923,6.79321680218909,23.0672808319669
41.122727942586,-91.7580449746111,50.6093047481261,6.72854705585268,23.1325980206119
41.1003252927964,-91.5586556619056,50.3540520503953,6.79091924143062,23.0349087165421
41.1283429289783,-91.5706877756033,50.5768753369217,6.75785957665157,23.003854404046
41.2447679529489,-91.9047221701646,50.8018758630696,6.69985905905048,23.1096224130271
41.0454932318024,-91.7591908902013,50.6070702127251,6.74887559842392,23.1230869212127
41.1988740335589,-91.8508641374223,50.5332159529327,6.73632782271055,23.0311271950942
41.0880067002011,-92.0141571090346,50.9250617890227,6.76010557120848,23.1547141915039
41.0712190368038,-91.9213379462234,50.7615969300719,6.6653784589395,23.1204513153551
41.2402988821469,-91.652620740307,50.4660080035639,6.74202302319415,22.9773837539109
